Measurement Time,Port 1 MPS-1 Water Potential Potential kPa,Port 2 EC-5 Soil Moisture mﾳ/mﾳ VWC,Port 3 EC-5 Soil Moisture mﾳ/mﾳ VWC,Port 4 MPS-1 Water Potential Potential kPa
03 Jun 2012 01:00 PM,-325,0.081,0.181,-307
03 Jun 2012 01:30 PM,-329,0.081,0.18,-307
03 Jun 2012 02:00 PM,-329,0.081,0.179,-310
03 Jun 2012 02:30 PM,-332,0.081,0.179,-310
03 Jun 2012 03:00 PM,-332,0.081,0.179,-313
03 Jun 2012 03:30 PM,-332,0.081,0.179,-313
03 Jun 2012 04:00 PM,-335,0.081,0.179,-313
03 Jun 2012 04:30 PM,-335,0.081,0.178,-316
03 Jun 2012 05:00 PM,-338,0.08,0.178,-319
03 Jun 2012 05:30 PM,-338,0.08,0.177,-316
03 Jun 2012 06:00 PM,-338,0.08,0.176,-319
03 Jun 2012 06:30 PM,-338,0.08,0.176,-319
03 Jun 2012 07:00 PM,-342,0.08,0.176,-319
03 Jun 2012 07:30 PM,-345,0.08,0.176,-322
03 Jun 2012 08:00 PM,-345,0.079,0.175,-322
03 Jun 2012 08:30 PM,-345,0.079,0.175,-322
03 Jun 2012 09:00 PM,-349,0.079,0.175,-325
03 Jun 2012 09:30 PM,-349,0.079,0.175,-325
03 Jun 2012 10:00 PM,-349,0.079,0.174,-329
03 Jun 2012 10:30 PM,-349,0.079,0.174,-329
03 Jun 2012 11:00 PM,-352,0.079,0.174,-329
03 Jun 2012 11:30 PM,-356,0.079,0.174,-332
04 Jun 2012 12:00 AM,-356,0.079,0.174,-329
04 Jun 2012 12:30 AM,-359,0.078,0.174,-332
04 Jun 2012 01:00 AM,-359,0.078,0.174,-332
04 Jun 2012 01:30 AM,-359,0.078,0.173,-332
04 Jun 2012 02:00 AM,-363,0.078,0.173,-335
04 Jun 2012 02:30 AM,-363,0.078,0.173,-335
04 Jun 2012 03:00 AM,-363,0.078,0.173,-335
04 Jun 2012 03:30 AM,-363,0.078,0.173,-335
04 Jun 2012 04:00 AM,-366,0.078,0.173,-338
04 Jun 2012 04:30 AM,-366,0.077,0.173,-338
04 Jun 2012 05:00 AM,-366,0.077,0.173,-338
04 Jun 2012 05:30 AM,-366,0.077,0.172,-342
04 Jun 2012 06:00 AM,-370,0.077,0.172,-342
04 Jun 2012 06:30 AM,-370,0.077,0.172,-342
04 Jun 2012 07:00 AM,-370,0.077,0.172,-342
04 Jun 2012 07:30 AM,-374,0.077,0.171,-342
04 Jun 2012 08:00 AM,-374,0.077,0.171,-345
04 Jun 2012 08:30 AM,-374,0.077,0.171,-349
04 Jun 2012 09:00 AM,-374,0.077,0.169,-345
04 Jun 2012 09:30 AM,-374,0.077,0.169,-345
04 Jun 2012 10:00 AM,-374,0.077,0.169,-345
04 Jun 2012 10:30 AM,-374,0.077,0.169,-349
04 Jun 2012 11:00 AM,-378,0.077,0.168,-349
04 Jun 2012 11:30 AM,-378,0.076,0.168,-349
04 Jun 2012 12:00 PM,-374,0.076,0.168,-349
04 Jun 2012 12:30 PM,-378,0.076,0.167,-349
04 Jun 2012 01:00 PM,-378,0.076,0.166,-352
04 Jun 2012 01:30 PM,-381,0.075,0.166,-352
04 Jun 2012 02:00 PM,-381,0.075,0.166,-352
04 Jun 2012 02:30 PM,-381,0.075,0.165,-352
04 Jun 2012 03:00 PM,-378,0.076,0.165,-352
04 Jun 2012 03:30 PM,-385,0.075,0.164,-356
04 Jun 2012 04:00 PM,-381,0.075,0.164,-356
04 Jun 2012 04:30 PM,-381,0.075,0.163,-359
04 Jun 2012 05:00 PM,-385,0.074,0.162,-363
04 Jun 2012 05:30 PM,-385,0.074,0.162,-363
04 Jun 2012 06:00 PM,-389,0.074,0.162,-363
04 Jun 2012 06:30 PM,-389,0.074,0.162,-366
04 Jun 2012 07:00 PM,-389,0.074,0.162,-366
04 Jun 2012 07:30 PM,-393,0.074,0.162,-366
04 Jun 2012 08:00 PM,-393,0.074,0.161,-363
04 Jun 2012 08:30 PM,-397,0.074,0.161,-366
04 Jun 2012 09:00 PM,-397,0.074,0.161,-366
04 Jun 2012 09:30 PM,-397,0.074,0.161,-366
04 Jun 2012 10:00 PM,-401,0.074,0.161,-370
04 Jun 2012 10:30 PM,-405,0.074,0.161,-370
04 Jun 2012 11:00 PM,-401,0.074,0.16,-370
04 Jun 2012 11:30 PM,-401,0.074,0.16,-370
05 Jun 2012 12:00 AM,-405,0.073,0.16,-370
05 Jun 2012 12:30 AM,-405,0.073,0.16,-370
05 Jun 2012 01:00 AM,-405,0.073,0.159,-374
05 Jun 2012 01:30 AM,-405,0.073,0.159,-374
05 Jun 2012 02:00 AM,-409,0.073,0.159,-374
05 Jun 2012 02:30 AM,-409,0.073,0.159,-374
05 Jun 2012 03:00 AM,-409,0.073,0.159,-378
05 Jun 2012 03:30 AM,-409,0.072,0.159,-378
05 Jun 2012 04:00 AM,-413,0.072,0.159,-378
05 Jun 2012 04:30 AM,-409,0.072,0.159,-378
05 Jun 2012 05:00 AM,-413,0.072,0.159,-378
05 Jun 2012 05:30 AM,-413,0.072,0.158,-378
05 Jun 2012 06:00 AM,-418,0.072,0.158,-381
05 Jun 2012 06:30 AM,-413,0.072,0.158,-381
05 Jun 2012 07:00 AM,-413,0.072,0.158,-381
05 Jun 2012 07:30 AM,-418,0.072,0.157,-381
05 Jun 2012 08:00 AM,-422,0.072,0.157,-385
05 Jun 2012 08:30 AM,-418,0.072,0.157,-381
05 Jun 2012 09:00 AM,-418,0.072,0.156,-385
05 Jun 2012 09:30 AM,-418,0.072,0.156,-381
05 Jun 2012 10:00 AM,-418,0.072,0.156,-381
05 Jun 2012 10:30 AM,-413,0.072,0.156,-385
05 Jun 2012 11:00 AM,-418,0.072,0.155,-381
05 Jun 2012 11:30 AM,-418,0.071,0.155,-381
05 Jun 2012 12:00 PM,-418,0.071,0.154,-381
05 Jun 2012 12:30 PM,-413,0.071,0.153,-385
05 Jun 2012 01:00 PM,-418,0.071,0.152,-385
05 Jun 2012 01:30 PM,-418,0.071,0.152,-385
05 Jun 2012 02:00 PM,-418,0.071,0.152,-385
05 Jun 2012 02:30 PM,-418,0.071,0.151,-385
05 Jun 2012 03:00 PM,-422,0.071,0.151,-385
05 Jun 2012 03:30 PM,-426,0.071,0.151,-385
05 Jun 2012 04:00 PM,-422,0.072,0.151,-389
05 Jun 2012 04:30 PM,-426,0.071,0.151,-389
05 Jun 2012 05:00 PM,-426,0.071,0.15,-393
05 Jun 2012 05:30 PM,-426,0.071,0.15,-393
05 Jun 2012 06:00 PM,-426,0.071,0.15,-393
05 Jun 2012 06:30 PM,-422,0.071,0.149,-393
05 Jun 2012 07:00 PM,-426,0.071,0.149,-393
05 Jun 2012 07:30 PM,-426,0.071,0.149,-393
05 Jun 2012 08:00 PM,-426,0.071,0.148,-393
05 Jun 2012 08:30 PM,-426,0.071,0.148,-393
05 Jun 2012 09:00 PM,-431,0.071,0.148,-397
05 Jun 2012 09:30 PM,-431,0.071,0.148,-397
05 Jun 2012 10:00 PM,-431,0.071,0.147,-397
05 Jun 2012 10:30 PM,-435,0.071,0.147,-397
05 Jun 2012 11:00 PM,-435,0.071,0.147,-397
05 Jun 2012 11:30 PM,-435,0.071,0.147,-397
06 Jun 2012 12:00 AM,-439,0.07,0.147,-401
06 Jun 2012 12:30 AM,-435,0.07,0.147,-397
06 Jun 2012 01:00 AM,-435,0.07,0.147,-401
06 Jun 2012 01:30 AM,-439,0.07,0.146,-401
06 Jun 2012 02:00 AM,-439,0.07,0.146,-401
06 Jun 2012 02:30 AM,-439,0.07,0.146,-401
06 Jun 2012 03:00 AM,-439,0.07,0.145,-401
06 Jun 2012 03:30 AM,-439,0.069,0.145,-401
06 Jun 2012 04:00 AM,-439,0.069,0.145,-401
06 Jun 2012 04:30 AM,-439,0.069,0.145,-405
06 Jun 2012 05:00 AM,-439,0.069,0.145,-405
06 Jun 2012 05:30 AM,-439,0.069,0.145,-405
06 Jun 2012 06:00 AM,-439,0.069,0.145,-405
06 Jun 2012 06:30 AM,-444,0.069,0.145,-405
06 Jun 2012 07:00 AM,-444,0.069,0.145,-405
06 Jun 2012 07:30 AM,-444,0.069,0.145,-409
06 Jun 2012 08:00 AM,-439,0.069,0.145,-405
06 Jun 2012 08:30 AM,-444,0.069,0.145,-409
06 Jun 2012 09:00 AM,-444,0.069,0.144,-405
06 Jun 2012 09:30 AM,-444,0.068,0.144,-409
06 Jun 2012 10:00 AM,-444,0.068,0.144,-405
06 Jun 2012 10:30 AM,-444,0.068,0.143,-409
06 Jun 2012 11:00 AM,-444,0.067,0.142,-409
06 Jun 2012 11:30 AM,-444,0.067,0.142,-405
06 Jun 2012 12:00 PM,-444,0.067,0.142,-405
06 Jun 2012 12:30 PM,-444,0.067,0.141,-409
06 Jun 2012 01:00 PM,-444,0.067,0.141,-409
06 Jun 2012 01:30 PM,-448,0.067,0.14,-409
06 Jun 2012 02:00 PM,-444,0.067,0.14,-409
06 Jun 2012 02:30 PM,-444,0.068,0.14,-409
06 Jun 2012 03:00 PM,-444,0.068,0.139,-405
06 Jun 2012 03:30 PM,-444,0.068,0.139,-409
06 Jun 2012 04:00 PM,-448,0.068,0.139,-409
06 Jun 2012 04:30 PM,-448,0.067,0.139,-413
06 Jun 2012 05:00 PM,-444,0.067,0.139,-413
06 Jun 2012 05:30 PM,-444,0.067,0.138,-413
06 Jun 2012 06:00 PM,-444,0.067,0.138,-413
06 Jun 2012 06:30 PM,-448,0.067,0.138,-418
06 Jun 2012 07:00 PM,-448,0.067,0.137,-418
06 Jun 2012 07:30 PM,-448,0.067,0.137,-418
06 Jun 2012 08:00 PM,-448,0.067,0.137,-418
06 Jun 2012 08:30 PM,-448,0.067,0.137,-418
06 Jun 2012 09:00 PM,-453,0.067,0.137,-422
06 Jun 2012 09:30 PM,-458,0.067,0.137,-418
06 Jun 2012 10:00 PM,-453,0.067,0.137,-422
06 Jun 2012 10:30 PM,-453,0.067,0.137,-422
06 Jun 2012 11:00 PM,-453,0.067,0.137,-418
06 Jun 2012 11:30 PM,-453,0.067,0.136,-422
07 Jun 2012 12:00 AM,-462,0.067,0.136,-422
07 Jun 2012 12:30 AM,-458,0.066,0.136,-422
07 Jun 2012 01:00 AM,-458,0.066,0.136,-422
07 Jun 2012 01:30 AM,-453,0.066,0.136,-422
07 Jun 2012 02:00 AM,-458,0.066,0.136,-422
07 Jun 2012 02:30 AM,-462,0.066,0.135,-422
07 Jun 2012 03:00 AM,-458,0.066,0.135,-422
07 Jun 2012 03:30 AM,-458,0.066,0.135,-426
07 Jun 2012 04:00 AM,-458,0.066,0.135,-422
07 Jun 2012 04:30 AM,-462,0.066,0.135,-426
07 Jun 2012 05:00 AM,-458,0.066,0.135,-426
07 Jun 2012 05:30 AM,-462,0.066,0.135,-426
07 Jun 2012 06:00 AM,-462,0.066,0.135,-426
07 Jun 2012 06:30 AM,-462,0.066,0.135,-431
07 Jun 2012 07:00 AM,-462,0.066,0.135,-426
07 Jun 2012 07:30 AM,-462,0.066,0.134,-431
07 Jun 2012 08:00 AM,-462,0.066,0.134,-431
07 Jun 2012 08:30 AM,-462,0.066,0.134,-431
07 Jun 2012 09:00 AM,-462,0.066,0.134,-431
07 Jun 2012 09:30 AM,-462,0.065,0.134,-426
07 Jun 2012 10:00 AM,-462,0.065,0.134,-426
07 Jun 2012 10:30 AM,-462,0.065,0.133,-426
07 Jun 2012 11:00 AM,-462,0.065,0.132,-426
07 Jun 2012 11:30 AM,-467,0.065,0.132,-426
07 Jun 2012 12:00 PM,-467,0.065,0.132,-426
07 Jun 2012 12:30 PM,-462,0.065,0.132,-426
07 Jun 2012 01:00 PM,-462,0.065,0.131,-426
07 Jun 2012 01:30 PM,-462,0.065,0.131,-426
07 Jun 2012 02:00 PM,-462,0.065,0.131,-431
07 Jun 2012 02:30 PM,-462,0.065,0.13,-426
07 Jun 2012 03:00 PM,-462,0.066,0.13,-426
07 Jun 2012 03:30 PM,-462,0.066,0.13,-426
07 Jun 2012 04:00 PM,-462,0.066,0.13,-431
07 Jun 2012 04:30 PM,-462,0.066,0.129,-431
07 Jun 2012 05:00 PM,-462,0.066,0.129,-431
07 Jun 2012 05:30 PM,-462,0.066,0.129,-431
07 Jun 2012 06:00 PM,-467,0.065,0.128,-431
07 Jun 2012 06:30 PM,-467,0.065,0.128,-431
07 Jun 2012 07:00 PM,-467,0.065,0.128,-431
07 Jun 2012 07:30 PM,-467,0.065,0.128,-431
07 Jun 2012 08:00 PM,-472,0.065,0.128,-431
07 Jun 2012 08:30 PM,-472,0.065,0.128,-431
07 Jun 2012 09:00 PM,-472,0.065,0.128,-431
07 Jun 2012 09:30 PM,-472,0.065,0.128,-431
07 Jun 2012 10:00 PM,-472,0.064,0.128,-435
07 Jun 2012 10:30 PM,-472,0.064,0.128,-435
07 Jun 2012 11:00 PM,-477,0.064,0.128,-435
07 Jun 2012 11:30 PM,-477,0.064,0.128,-435
08 Jun 2012 12:00 AM,-477,0.064,0.128,-435
08 Jun 2012 12:30 AM,-477,0.064,0.128,-435
08 Jun 2012 01:00 AM,-477,0.064,0.128,-435
08 Jun 2012 01:30 AM,-477,0.064,0.128,-435
08 Jun 2012 02:00 AM,-477,0.064,0.127,-435
08 Jun 2012 02:30 AM,-477,0.064,0.127,-435
08 Jun 2012 03:00 AM,-482,0.064,0.127,-435
08 Jun 2012 03:30 AM,-477,0.064,0.127,-435
08 Jun 2012 04:00 AM,-482,0.064,0.127,-435
08 Jun 2012 04:30 AM,-482,0.063,0.127,-439
08 Jun 2012 05:00 AM,-482,0.063,0.127,-439
08 Jun 2012 05:30 AM,-482,0.063,0.127,-439
08 Jun 2012 06:00 AM,-487,0.063,0.126,-439
08 Jun 2012 06:30 AM,-482,0.063,0.126,-439
08 Jun 2012 07:00 AM,-482,0.063,0.126,-439
08 Jun 2012 07:30 AM,-477,0.063,0.126,-439
08 Jun 2012 08:00 AM,-482,0.063,0.125,-439
08 Jun 2012 08:30 AM,-487,0.063,0.125,-439
08 Jun 2012 09:00 AM,-482,0.063,0.125,-435
08 Jun 2012 09:30 AM,-482,0.062,0.125,-439
08 Jun 2012 10:00 AM,-482,0.062,0.125,-439
08 Jun 2012 10:30 AM,-482,0.062,0.125,-439
08 Jun 2012 11:00 AM,-482,0.062,0.124,-439
08 Jun 2012 11:30 AM,-482,0.062,0.124,-435
08 Jun 2012 12:00 PM,-482,0.062,0.124,-439
08 Jun 2012 12:30 PM,-477,0.062,0.123,-439
08 Jun 2012 01:00 PM,-477,0.062,0.123,-439
08 Jun 2012 01:30 PM,-477,0.062,0.123,-439
08 Jun 2012 02:00 PM,-477,0.063,0.123,-439
08 Jun 2012 02:30 PM,-477,0.063,0.123,-444
08 Jun 2012 03:00 PM,-482,0.063,0.123,-439
08 Jun 2012 03:30 PM,-482,0.063,0.123,-444
08 Jun 2012 04:00 PM,-487,0.063,0.123,-444
08 Jun 2012 04:30 PM,-482,0.063,0.123,-444
08 Jun 2012 05:00 PM,-482,0.063,0.123,-444
08 Jun 2012 05:30 PM,-487,0.063,0.123,-444
08 Jun 2012 06:00 PM,-482,0.063,0.122,-444
08 Jun 2012 06:30 PM,-482,0.063,0.122,-444
08 Jun 2012 07:00 PM,-482,0.063,0.122,-444
08 Jun 2012 07:30 PM,-482,0.063,0.122,-444
08 Jun 2012 08:00 PM,-482,0.063,0.122,-444
08 Jun 2012 08:30 PM,-487,0.063,0.122,-444
08 Jun 2012 09:00 PM,-487,0.062,0.122,-444
08 Jun 2012 09:30 PM,-487,0.062,0.122,-444
08 Jun 2012 10:00 PM,-487,0.062,0.122,-444
08 Jun 2012 10:30 PM,-487,0.062,0.122,-448
08 Jun 2012 11:00 PM,-487,0.062,0.122,-444
08 Jun 2012 11:30 PM,-487,0.062,0.121,-444
09 Jun 2012 12:00 AM,-487,0.062,0.121,-448
09 Jun 2012 12:30 AM,-487,0.062,0.121,-444
09 Jun 2012 01:00 AM,-487,0.061,0.121,-448
09 Jun 2012 01:30 AM,-487,0.061,0.121,-448
09 Jun 2012 02:00 AM,-487,0.061,0.121,-448
09 Jun 2012 02:30 AM,-487,0.061,0.121,-448
09 Jun 2012 03:00 AM,-487,0.061,0.121,-448
09 Jun 2012 03:30 AM,-487,0.061,0.121,-448
09 Jun 2012 04:00 AM,-492,0.061,0.12,-448
09 Jun 2012 04:30 AM,-497,0.061,0.12,-453
09 Jun 2012 05:00 AM,-492,0.061,0.12,-453
09 Jun 2012 05:30 AM,-492,0.06,0.12,-453
09 Jun 2012 06:00 AM,-492,0.06,0.12,-453
09 Jun 2012 06:30 AM,-492,0.06,0.12,-453
09 Jun 2012 07:00 AM,-492,0.06,0.12,-453
09 Jun 2012 07:30 AM,-492,0.06,0.12,-453
09 Jun 2012 08:00 AM,-492,0.06,0.119,-453
09 Jun 2012 08:30 AM,-492,0.06,0.119,-453
09 Jun 2012 09:00 AM,-492,0.06,0.119,-453
09 Jun 2012 09:30 AM,-497,0.06,0.118,-453
09 Jun 2012 10:00 AM,-492,0.06,0.118,-448
09 Jun 2012 10:30 AM,-497,0.06,0.118,-448
09 Jun 2012 11:00 AM,-497,0.06,0.118,-448
09 Jun 2012 11:30 AM,-497,0.06,0.118,-448
09 Jun 2012 12:00 PM,-492,0.06,0.118,-448
09 Jun 2012 12:30 PM,-492,0.06,0.118,-448
09 Jun 2012 01:00 PM,-497,0.06,0.117,-448
09 Jun 2012 01:30 PM,-492,0.06,0.117,-448
09 Jun 2012 02:00 PM,-492,0.06,0.117,-448
09 Jun 2012 02:30 PM,-492,0.06,0.117,-448
09 Jun 2012 03:00 PM,-492,0.061,0.117,-444
09 Jun 2012 03:30 PM,-492,0.061,0.117,-444
09 Jun 2012 04:00 PM,-487,0.061,0.117,-444
09 Jun 2012 04:30 PM,-487,0.061,0.117,-448
09 Jun 2012 05:00 PM,-487,0.061,0.117,-448
09 Jun 2012 05:30 PM,-487,0.061,0.117,-448
09 Jun 2012 06:00 PM,-487,0.061,0.117,-448
09 Jun 2012 06:30 PM,-487,0.061,0.117,-448
09 Jun 2012 07:00 PM,-492,0.061,0.117,-448
09 Jun 2012 07:30 PM,-492,0.061,0.117,-448
09 Jun 2012 08:00 PM,-492,0.06,0.117,-448
09 Jun 2012 08:30 PM,-492,0.06,0.117,-448
09 Jun 2012 09:00 PM,-487,0.06,0.117,-448
09 Jun 2012 09:30 PM,-487,0.06,0.117,-448
09 Jun 2012 10:00 PM,-492,0.06,0.117,-448
09 Jun 2012 10:30 PM,-492,0.06,0.117,-448
09 Jun 2012 11:00 PM,-492,0.06,0.117,-448
09 Jun 2012 11:30 PM,-492,0.06,0.117,-448
10 Jun 2012 12:00 AM,-492,0.06,0.116,-448
10 Jun 2012 12:30 AM,-492,0.06,0.116,-448
10 Jun 2012 01:00 AM,-492,0.06,0.116,-448
10 Jun 2012 01:30 AM,-497,0.06,0.116,-448
10 Jun 2012 02:00 AM,-492,0.06,0.116,-448
10 Jun 2012 02:30 AM,-497,0.06,0.116,-448
10 Jun 2012 03:00 AM,-502,0.06,0.116,-448
10 Jun 2012 03:30 AM,-497,0.06,0.115,-448
10 Jun 2012 04:00 AM,-497,0.06,0.115,-453
10 Jun 2012 04:30 AM,-492,0.06,0.115,-453
10 Jun 2012 05:00 AM,-492,0.06,0.115,-453
10 Jun 2012 05:30 AM,-497,0.06,0.115,-453
10 Jun 2012 06:00 AM,-497,0.059,0.115,-453
10 Jun 2012 06:30 AM,-497,0.059,0.115,-453
10 Jun 2012 07:00 AM,-497,0.059,0.115,-453
10 Jun 2012 07:30 AM,-502,0.059,0.115,-453
10 Jun 2012 08:00 AM,-502,0.059,0.115,-453
10 Jun 2012 08:30 AM,-502,0.059,0.115,-453
10 Jun 2012 09:00 AM,-502,0.059,0.115,-453
10 Jun 2012 09:30 AM,-502,0.059,0.115,-453
10 Jun 2012 10:00 AM,-502,0.059,0.114,-448
10 Jun 2012 10:30 AM,-497,0.058,0.114,-448
10 Jun 2012 11:00 AM,-497,0.058,0.114,-448
10 Jun 2012 11:30 AM,-497,0.058,0.113,-448
10 Jun 2012 12:00 PM,-497,0.059,0.113,-448
10 Jun 2012 12:30 PM,-497,0.059,0.113,-448
10 Jun 2012 01:00 PM,-497,0.059,0.113,-448
10 Jun 2012 01:30 PM,-492,0.059,0.113,-448
10 Jun 2012 02:00 PM,-502,0.059,0.113,-448
10 Jun 2012 02:30 PM,-492,0.06,0.113,-448
10 Jun 2012 03:00 PM,-492,0.06,0.112,-448
10 Jun 2012 03:30 PM,-492,0.06,0.112,-448
10 Jun 2012 04:00 PM,-492,0.06,0.112,-448
10 Jun 2012 04:30 PM,-487,0.06,0.113,-444
10 Jun 2012 05:00 PM,-492,0.06,0.112,-448
10 Jun 2012 05:30 PM,-492,0.06,0.112,-448
10 Jun 2012 06:00 PM,-492,0.06,0.112,-448
10 Jun 2012 06:30 PM,-492,0.06,0.112,-448
10 Jun 2012 07:00 PM,-497,0.06,0.112,-448
10 Jun 2012 07:30 PM,-492,0.06,0.112,-448
10 Jun 2012 08:00 PM,-492,0.06,0.112,-448
10 Jun 2012 08:30 PM,-492,0.06,0.111,-448
10 Jun 2012 09:00 PM,-497,0.06,0.111,-448
10 Jun 2012 09:30 PM,-492,0.059,0.111,-448
10 Jun 2012 10:00 PM,-497,0.059,0.111,-448
10 Jun 2012 10:30 PM,-502,0.059,0.111,-448
10 Jun 2012 11:00 PM,-497,0.059,0.111,-448
10 Jun 2012 11:30 PM,-497,0.059,0.111,-448
11 Jun 2012 12:00 AM,-497,0.059,0.111,-448
11 Jun 2012 12:30 AM,-497,0.059,0.111,-448
11 Jun 2012 01:00 AM,-497,0.059,0.111,-448
11 Jun 2012 01:30 AM,-497,0.058,0.111,-448
11 Jun 2012 02:00 AM,-497,0.058,0.111,-453
11 Jun 2012 02:30 AM,-502,0.058,0.111,-453
11 Jun 2012 03:00 AM,-497,0.058,0.111,-453
11 Jun 2012 03:30 AM,-497,0.058,0.111,-453
11 Jun 2012 04:00 AM,-502,0.058,0.111,-453
11 Jun 2012 04:30 AM,-502,0.058,0.111,-453
11 Jun 2012 05:00 AM,-502,0.057,0.111,-453
11 Jun 2012 05:30 AM,-502,0.057,0.111,-453
11 Jun 2012 06:00 AM,-502,0.057,0.111,-453
11 Jun 2012 06:30 AM,-502,0.057,0.111,-453
11 Jun 2012 07:00 AM,-502,0.057,0.111,-453
11 Jun 2012 07:30 AM,-508,0.057,0.111,-453
11 Jun 2012 08:00 AM,-502,0.057,0.111,-453
11 Jun 2012 08:30 AM,-502,0.057,0.111,-453
11 Jun 2012 09:00 AM,-497,0.057,0.111,-453
11 Jun 2012 09:30 AM,-508,0.057,0.111,-453
11 Jun 2012 10:00 AM,-502,0.057,0.111,-453
11 Jun 2012 10:30 AM,-502,0.057,0.111,-453
11 Jun 2012 11:00 AM,-502,0.057,0.11,-453
11 Jun 2012 11:30 AM,-497,0.057,0.11,-453
11 Jun 2012 12:00 PM,-502,0.057,0.11,-453
11 Jun 2012 12:30 PM,-497,0.057,0.11,-448
11 Jun 2012 01:00 PM,-502,0.057,0.11,-453
11 Jun 2012 01:30 PM,-502,0.057,0.11,-453
11 Jun 2012 02:00 PM,-502,0.057,0.109,-453
11 Jun 2012 02:30 PM,-502,0.057,0.109,-453
11 Jun 2012 03:00 PM,-497,0.058,0.11,-453
11 Jun 2012 03:30 PM,-497,0.058,0.109,-453
11 Jun 2012 04:00 PM,-497,0.058,0.109,-453
11 Jun 2012 04:30 PM,-497,0.058,0.109,-453
11 Jun 2012 05:00 PM,-497,0.058,0.109,-453
11 Jun 2012 05:30 PM,-497,0.058,0.109,-453
11 Jun 2012 06:00 PM,-497,0.058,0.109,-453
11 Jun 2012 06:30 PM,-497,0.058,0.109,-453
11 Jun 2012 07:00 PM,-497,0.058,0.109,-453
11 Jun 2012 07:30 PM,-497,0.057,0.109,-453
11 Jun 2012 08:00 PM,-497,0.057,0.108,-453
11 Jun 2012 08:30 PM,-497,0.057,0.108,-453
11 Jun 2012 09:00 PM,-502,0.057,0.108,-453
11 Jun 2012 09:30 PM,-502,0.057,0.108,-453
11 Jun 2012 10:00 PM,-502,0.057,0.108,-458
11 Jun 2012 10:30 PM,-502,0.057,0.108,-453
11 Jun 2012 11:00 PM,-497,0.057,0.108,-458
11 Jun 2012 11:30 PM,-508,0.057,0.108,-458
12 Jun 2012 12:00 AM,-502,0.057,0.108,-458
12 Jun 2012 12:30 AM,-502,0.057,0.108,-458
12 Jun 2012 01:00 AM,-502,0.057,0.108,-453
12 Jun 2012 01:30 AM,-502,0.057,0.108,-458
12 Jun 2012 02:00 AM,-502,0.056,0.108,-458
12 Jun 2012 02:30 AM,-508,0.056,0.108,-458
12 Jun 2012 03:00 AM,-502,0.056,0.108,-458
12 Jun 2012 03:30 AM,-508,0.056,0.108,-458
12 Jun 2012 04:00 AM,-508,0.056,0.108,-458
12 Jun 2012 04:30 AM,-502,0.056,0.108,-458
12 Jun 2012 05:00 AM,-502,0.056,0.107,-458
12 Jun 2012 05:30 AM,-502,0.056,0.107,-458
12 Jun 2012 06:00 AM,-508,0.055,0.107,-458
12 Jun 2012 06:30 AM,-508,0.055,0.107,-458
12 Jun 2012 07:00 AM,-508,0.055,0.107,-462
12 Jun 2012 07:30 AM,-502,0.055,0.107,-462
12 Jun 2012 08:00 AM,-508,0.055,0.107,-458
12 Jun 2012 08:30 AM,-508,0.055,0.107,-458
12 Jun 2012 09:00 AM,-508,0.055,0.107,-458
12 Jun 2012 09:30 AM,-508,0.055,0.107,-458
12 Jun 2012 10:00 AM,-502,0.055,0.107,-458
12 Jun 2012 10:30 AM,-508,0.055,0.107,-458
12 Jun 2012 11:00 AM,-502,0.055,0.106,-458
12 Jun 2012 11:30 AM,-508,0.055,0.106,-458
12 Jun 2012 12:00 PM,-502,0.055,0.106,-458
12 Jun 2012 12:30 PM,-508,0.055,0.106,-458
12 Jun 2012 01:00 PM,-502,0.055,0.106,-458
12 Jun 2012 01:30 PM,-502,0.055,0.106,-458
12 Jun 2012 02:00 PM,-502,0.056,0.105,-458
12 Jun 2012 02:30 PM,-502,0.056,0.105,-458
12 Jun 2012 03:00 PM,-508,0.056,0.106,-458
12 Jun 2012 03:30 PM,-502,0.056,0.105,-458
12 Jun 2012 04:00 PM,-502,0.056,0.105,-458
12 Jun 2012 04:30 PM,-502,0.056,0.106,-458
12 Jun 2012 05:00 PM,-502,0.056,0.106,-458
12 Jun 2012 05:30 PM,-502,0.056,0.106,-458
12 Jun 2012 06:00 PM,-497,0.056,0.106,-458
12 Jun 2012 06:30 PM,-508,0.056,0.105,-458
12 Jun 2012 07:00 PM,-508,0.055,0.105,-458
12 Jun 2012 07:30 PM,-508,0.055,0.105,-458
12 Jun 2012 08:00 PM,-508,0.055,0.105,-458
12 Jun 2012 08:30 PM,-502,0.055,0.105,-458
12 Jun 2012 09:00 PM,-508,0.055,0.105,-458
12 Jun 2012 09:30 PM,-508,0.055,0.105,-458
12 Jun 2012 10:00 PM,-502,0.055,0.105,-458
12 Jun 2012 10:30 PM,-502,0.055,0.105,-462
12 Jun 2012 11:00 PM,-508,0.055,0.105,-462
12 Jun 2012 11:30 PM,-502,0.055,0.105,-462
13 Jun 2012 12:00 AM,-497,0.055,0.105,-462
13 Jun 2012 12:30 AM,-502,0.055,0.105,-462
13 Jun 2012 01:00 AM,-502,0.055,0.105,-462
13 Jun 2012 01:30 AM,-502,0.055,0.105,-462
13 Jun 2012 02:00 AM,-508,0.055,0.105,-462
13 Jun 2012 02:30 AM,-508,0.054,0.105,-462
13 Jun 2012 03:00 AM,-508,0.054,0.105,-462
13 Jun 2012 03:30 AM,-502,0.054,0.105,-462
